"s10"	"s11"	"s1"	"s12"	"s13"	"s14"	"s15"	"s16"	"s17"	"s18"	"s19"	"s20"	"s21"	"s2"	"s22"	"s23"	"s24"	"s25"	"s26"	"s27"	"s28"	"s29"	"s30"	"s3"	"s32"	"s34"	"s35"	"s36"	"s37"	"s38"	"s39"	"s40"	"s41"	"s4"	"s5"	"s6"	"s7"	"s9"	"ss11"	"ss1"	"ss12"	"ss13"	"ss14"	"ss15"	"ss16"	"ss18"	"ss19"	"ss21"	"ss2"	"ss23"	"ss24"	"ss25"	"ss26"	"ss27"	"ss28"	"ss29"	"ss30"	"ss3"	"ss4"	"ss5"	"ss7"	"ss8"	"ss9"
"Burkholderia-Caballeronia-Paraburkholderia_Paraburkholderia rhizoxinica HKI 454"	0	0	0	0	0	0	0.000278516620479327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Burkholderia-Caballeronia-Paraburkholderia_Paraburkholderia sp. DCR13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000379890135772735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Burkholderia-Caballeronia-Paraburkholderia_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000291171674819474	0	0	0.00450836301338984	0	0	0	0	0	0	0	0	0	0	0	0	0
"Burkholderia-Caballeronia-Paraburkholderia_uncultured beta proteobacterium"	0	0	0	0	0	0	0.000278516620479327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193061374210862	0	0	0.000139470840657005	0	0	0	0	0	0.000147619179421886	0.00173247171739921	0.0016014442115071	0.000330954870993791	0.000264684006998245	0	0.00185046400384896	0	0.000256392834845837	0	0	0	0.000251690574125076	2.5399908865127e-05	0	0	0	0	0.000304556407501346
"Burkholderia-Caballeronia-Paraburkholderia_uncultured Burkholderia sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182733844500808
"Burkholderia-Caballeronia-Paraburkholderia_uncultured Burkholderiaceae bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69047948554716e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Burkholderia-Caballeronia-Paraburkholderia_uncultured organism"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000379890135772735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Buttiauxella_(Buttiauxella)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207984639787024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174338550821257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Buttiauxella_Buttiauxella agrestis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148221343873518	0	0
"Buttiauxella_Buttiauxella gaviniae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000766259199215351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Buttiauxella_Buttiauxella sp. 3AFRM03"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Buttiauxella_Escherichia sp. mixed culture J1-17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Buttiauxella_Kluyvera cryocrescens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000437862399551629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104603130492754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Butyricicoccus_(Butyricicoccus)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036405035809317	0.0166750924408894	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Butyricicoccus_Butyricicoccus pullicaecorum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00299975207931344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Butyricicoccus_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0.00873457223094209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Butyricimonas_uncultured bacterium"	0	0.00153652315540395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71384166716187e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Butyricimonas_uncultured bacterium adhufec84"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71384166716187e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Butyrivibrio_(Butyrivibrio)"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000982588531226664	0	0	0	0	0	0	0	0	0	0	0	0.00113772276256153	0	0	0	0	0.000114276833343237	0	0	0	0	0	0	0.00344089209097719	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Butyrivibrio_Eubacterium sp. oral clone GI038"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00360282461449777	0	0	0	0	0	0	0	0	0	0	0	0.0100972895177335	0.226116449971735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Butyrivibrio_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0	0	0	0	0	0	0	0
"Butyrivibrio_uncultured rumen bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000426646035960572	0	0	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C39_Rhodocyclaceae bacterium HACH10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69047948554716e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Caedibacter_(Caedibacter)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000441140011663742	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Caenimonas_(Caenimonas)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000568861381280763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Caenimonas_Comamonadaceae bacterium JGI 0001003-E14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.90921774395443e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Caenimonas_metagenome"	0	0	0	0	0	0	0.000278516620479327	0	0	0	0	0	0	0	0.0376091234415007	0	0	0.0330665961245949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0154449099368689	0.00199101483448267	0	0	0.00197269786159552	0	0	0	0	0	0	0	0.00132381948397517	0	0	0	0	0	0	0	0.0031862354628007	0	0	0	0	0	0	0
"Caenimonas_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011396704073182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Caldanaerobacter_uncultured bacterium"	0	0	0	0	0	0	0	0	0.00199892058288524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Caldibacillus_(Caldibacillus)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164071600846609	0	0	0	0	0	0	0	0
"Caldicellulosiruptor_(Caldicellulosiruptor)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128196417422919	0	0	0	0	0	0	0	0	0	0
"Caldicoprobacter_(Caldicoprobacter)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000499800079968013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.82280023327484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Caldicoprobacter_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0.000184328739246722	0	0	0	0	0	0	0	0.00160947659821026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000291171674819474	0	0	0	0.000462616000962241	0	0	0	0	0	0	0	0	0	0	0	0
"Calidifontibacter_(Calidifontibacter)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00450836301338984	0	0	0	0	0	0	0	0	0	0	0	0	0
"Calidifontibacter_Calidifontibacter indicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0629157761308648	0	0	0.0227751523088311	0	0	0	0	0	0	0.00988142292490119	0	0
"Calidifontibacter_Calidifontibacter sp. DB0510"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00450836301338984	0	0	0.000128196417422919	0	0	0	0	0	0	0	0	0	0
"Calothrix PCC-6303_(Calothrix PCC-6303)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0554639598228192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Calothrix PCC-6303_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330954870993791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Caminicella_uncultured Clostridiales bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00470876300795781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Campylobacter_(Campylobacter)"	0.468493150684931	3.04077932454442	0.037632006021121	1.12016293279022	0.00332623736029803	0.31045146082297	0.0632232728488073	0.0534444978889423	0	0.547909444683912	0	0	0	0.00128398136943033	0	0	0.0100406776170125	0	0.0256607646907878	0.000437862399551629	0.0283866258439952	0	0	0.000547474227650733	0.056553428797268	0	0.799086757990868	0	1.16526105710423	0.0159731012974152	0	0	0.0804502362279085	0	0.00649990717676418	0	0.00170658414384229	0	0.000557883362628021	0	0	0.0125133132510845	0	0	0	5.52311983506869	2.60875262054507	0.0304478481314288	0.00758760820061636	0	0.187359480389708	0.00571314308566858	0.00384589252268756	0	0	0	0	0.000330198815246651	0	0	0.153162055335968	0	0.516466755840783
"Campylobacter_Campylobacter concisus"	0	0.0030730463108079	0	0	0	0.000405024736885805	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000218353006939259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0207896606087906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00494071146245059	0	0
"Campylobacter_Campylobacter curvus 525.92"	0	0.0030730463108079	0	0	0	0.000810049473771611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000368657478493444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043675751222921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Campylobacter_Campylobacter curvus DSM 6644"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00692988686959685	0.00189261588632658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000304556407501346
"Campylobacter_Campylobacter fetus subsp. venerealis NCTC 10354"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Campylobacter_Campylobacter gracilis"	0	0	0	0	0	0	0	0	0	0.00136597922497374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.90921774395443e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00346494343479843	0.00101910086186816	0	0	0	0.000462616000962241	0	0	0	0	0	0	0	0	0	0	0	0.000121822563000538
"Campylobacter_Campylobacter pinnipediorum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025745327223109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Campylobacter_Campylobacter rectus"	0.00273972602739726	0.00614609262161581	0	0	0	0.0151884276332177	0	0	0	0.00212485657218138	0	0	0	0	0	0	0	0	0	0	0.000184328739246722	0	0	0	0	0	0	0	0.0531127277409386	0	0	0	0	0	9.12267673931814e-05	0	0	0	0	0	0	0.000171415250014856	0	0	0	0.649676894024705	0.261472163987887	0	0	0	0.00138784800288672	0	0	0	0	0	0	0	0	0	0	0	0.0643223132642843
"Campylobacter_Campylobacter showae"	0	0.00153652315540395	0	0	0	0.00182261131598612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0836927831069336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Campylobacter_Campylobacter sp. canine oral taxon 011"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101910086186816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121822563000538
"Campylobacter_Campylobacter sp. canine oral taxon 283"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000925232001924482	0	0	0	0	0	0	0	0	0	0	0	0
"Campylobacter_Campylobacter sp. feline oral taxon 100"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182733844500808
"Campylobacter_uncultured bacterium"	0	0.0875818198580253	0	0	0	0.0174160636860896	0	0	0	0.0039461622054797	0	0.000434145861432218	0	0	0	0	0.00051490654446218	0	0	0	0	0	0	0	0.00141929454510518	0	0.342465753424658	0	0.207622481169124	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0.00137132200011885	0	0	0	0.0692988686959685	0.0692988586070347	0	0.00432317211430467	0	0	0	0	0	0	0	0	0.000330198815246651	0.000553155904856796	0	0	0	0.00560383789802477
"Campylobacter_uncultured Campylobacter sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024254604043589	0.00480433263452131	0	0	0	0.000462616000962241	0	6.40982087114594e-05	0	0	0	0	0	0	0	0	0	0.000670024096502962
"Campylobacter_uncultured organism"	0.361643835616438	0.331889001567254	0	0	0	0.0398949365832518	0.000557033240958654	0	0	0.00880297722760856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0201976531418814	0	0	0	0.00160947659821026	0	0	0	0	0	0	0	0	0	0.000209206260985508	0	0	0	0	0	0	0	0.00043675751222921	0.00264763896795033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Campylobacter_uncultured Treponema sp."	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Campylobacter_unidentified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.807331820308034	0.321744700675518	0	0	0	0.0189672560394519	0	0.000448687460980215	0	0	0	0	0	0	0	0	0	0.130289231129076
"Candidatus Accumulibacter_(Candidatus Accumulibacter)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Accumulibacter_Candidatus Accumulibacter sp. SK-01"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000759780271545469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00494071146245059	0	0
"Candidatus Accumulibacter_metagenome"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000462616000962241	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Accumulibacter_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Accumulibacter_uncultured Candidatus Accumulibacter sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Actinomarina_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Alysiosphaera_(Candidatus Alysiosphaera)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139470840657005	0	0.772200772200772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Alysiosphaera_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022142876913283	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91134686766735e-05	0	0	0	0
"Candidatus Aquiluna_(Candidatus Aquiluna)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113981762917933	0	0	0	0	0	0.00199920031987205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100217137130449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Aquiluna_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0627877773126831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Arthromitus_(Candidatus Arthromitus)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00545345476359274	0
"Candidatus Benitsuchiphilus_uncultured gamma proteobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Blochmannia_(Candidatus Blochmannia)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000379890135772735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Candidatus Captivus_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56133836965907e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29226435312691e-05	0	0	0	0	0	0
"Candidatus Competibacter_(Candidatus Competibacter)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022142876913283	0	0	0	0	0	0	0	0.000256392834845837	0	0	0	0	0	0	0	0	0	0.000121822563000538
"Candidatus Competibacter_anaerobic digester metagenome"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28066918482954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Competibacter_metagenome"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0	0	0	0	0	0	0	0
"Candidatus Competibacter_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28066918482954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Desulforudis_(Candidatus Desulforudis)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Ecksteinia_Serratia symbiotica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Endoecteinascidia_(Candidatus Endoecteinascidia)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000462616000962241	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Hamiltonella_(Candidatus Hamiltonella)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000437862399551629	0.000737314956986889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Kinetoplastibacterium_(Candidatus Kinetoplastibacterium)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000218353006939259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
